apartmenttype,quarter,region,subregion,year,averagerent
"2 Bed, 1 Bath",3,Colorado State,Aspen,2004,1154.0094339622642
"2 Bed, 1 Bath",1,Colorado State,Aspen,2005,1111.2951807228915
"2 Bed, 1 Bath",3,Colorado State,Aspen,2005,1097.61235955
"2 Bed, 1 Bath",1,Colorado State,Aspen,2006,1156.10465116
"2 Bed, 1 Bath",3,Colorado State,Aspen,2006,1110.77586207
"2 Bed, 1 Bath",4,Colorado State,Aspen,2006,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2007,1115.48850575
"2 Bed, 1 Bath",2,Colorado State,Aspen,2007,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2007,1261.3372093
"2 Bed, 1 Bath",4,Colorado State,Aspen,2007,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2008,1265.98837209
"2 Bed, 1 Bath",2,Colorado State,Aspen,2008,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2008,1280.87349398
"2 Bed, 1 Bath",4,Colorado State,Aspen,2008,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2009,1142.31927711
"2 Bed, 1 Bath",2,Colorado State,Aspen,2009,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2009,1138.10240964
"2 Bed, 1 Bath",4,Colorado State,Aspen,2009,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2010,1138.10240964
"2 Bed, 1 Bath",2,Colorado State,Aspen,2010,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2010,1144.12650602
"2 Bed, 1 Bath",4,Colorado State,Aspen,2010,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2011,1156.32352941
"2 Bed, 1 Bath",2,Colorado State,Aspen,2011,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2011,1150.15060241
"2 Bed, 1 Bath",4,Colorado State,Aspen,2011,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2012,1084.86842105
"2 Bed, 1 Bath",2,Colorado State,Aspen,2012,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2012,1063.48684211
"2 Bed, 1 Bath",4,Colorado State,Aspen,2012,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2013,1396.98795181
"2 Bed, 1 Bath",2,Colorado State,Aspen,2013,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2013,1124.34210526
"2 Bed, 1 Bath",4,Colorado State,Aspen,2013,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2014,1124.34210526
"2 Bed, 1 Bath",2,Colorado State,Aspen,2014,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2014,1128.28947368
"2 Bed, 1 Bath",4,Colorado State,Aspen,2014,NA
"2 Bed, 1 Bath",1,Colorado State,Aspen,2015,1148.68421053
"2 Bed, 1 Bath",2,Colorado State,Aspen,2015,NA
"2 Bed, 1 Bath",3,Colorado State,Aspen,2015,1152.63157895
"2 Bed, 1 Bath",4,Colorado State,Aspen,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,1996,1300.0
"2 Bed, 2 Bath",3,Colorado State,Aspen,1996,986.74
"2 Bed, 2 Bath",1,Colorado State,Aspen,1997,1153.69
"2 Bed, 2 Bath",3,Colorado State,Aspen,1997,1175.56
"2 Bed, 2 Bath",1,Colorado State,Aspen,1998,1008.0
"2 Bed, 2 Bath",3,Colorado State,Aspen,1998,1216.12
"2 Bed, 2 Bath",1,Colorado State,Aspen,1999,1218.07
"2 Bed, 2 Bath",3,Colorado State,Aspen,1999,1090.03
"2 Bed, 2 Bath",1,Colorado State,Aspen,2000,1140.24
"2 Bed, 2 Bath",3,Colorado State,Aspen,2000,1178.88
"2 Bed, 2 Bath",1,Colorado State,Aspen,2001,1028.03
"2 Bed, 2 Bath",3,Colorado State,Aspen,2001,1116.28
"2 Bed, 2 Bath",1,Colorado State,Aspen,2002,1116.05
"2 Bed, 2 Bath",3,Colorado State,Aspen,2002,1125.03
"2 Bed, 2 Bath",1,Colorado State,Aspen,2003,1126.18
"2 Bed, 2 Bath",3,Colorado State,Aspen,2003,1065.53738317757
"2 Bed, 2 Bath",1,Colorado State,Aspen,2004,987.5
"2 Bed, 2 Bath",3,Colorado State,Aspen,2004,1091.0714285714287
"2 Bed, 2 Bath",1,Colorado State,Aspen,2005,1100.0
"2 Bed, 2 Bath",3,Colorado State,Aspen,2005,1087.5
"2 Bed, 2 Bath",1,Colorado State,Aspen,2006,1140.0
"2 Bed, 2 Bath",3,Colorado State,Aspen,2006,1190.0
"2 Bed, 2 Bath",4,Colorado State,Aspen,2006,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2007,1237.1031746
"2 Bed, 2 Bath",2,Colorado State,Aspen,2007,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2007,1312.5
"2 Bed, 2 Bath",4,Colorado State,Aspen,2007,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2008,1146.19318182
"2 Bed, 2 Bath",2,Colorado State,Aspen,2008,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2008,1166.57954545
"2 Bed, 2 Bath",4,Colorado State,Aspen,2008,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2009,1018.28409091
"2 Bed, 2 Bath",2,Colorado State,Aspen,2009,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2009,1035.61363636
"2 Bed, 2 Bath",4,Colorado State,Aspen,2009,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2010,1140.34090909
"2 Bed, 2 Bath",2,Colorado State,Aspen,2010,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2010,1065.44318182
"2 Bed, 2 Bath",4,Colorado State,Aspen,2010,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2011,1065.44318182
"2 Bed, 2 Bath",2,Colorado State,Aspen,2011,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2011,1065.44318182
"2 Bed, 2 Bath",4,Colorado State,Aspen,2011,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2012,809.0
"2 Bed, 2 Bath",2,Colorado State,Aspen,2012,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2012,1230.11363636
"2 Bed, 2 Bath",4,Colorado State,Aspen,2012,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2013,1230.11363636
"2 Bed, 2 Bath",2,Colorado State,Aspen,2013,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2013,1265.34090909
"2 Bed, 2 Bath",4,Colorado State,Aspen,2013,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2014,1265.34090909
"2 Bed, 2 Bath",2,Colorado State,Aspen,2014,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2014,1495.0
"2 Bed, 2 Bath",4,Colorado State,Aspen,2014,NA
"2 Bed, 2 Bath",1,Colorado State,Aspen,2015,1495.0
"2 Bed, 2 Bath",2,Colorado State,Aspen,2015,NA
"2 Bed, 2 Bath",3,Colorado State,Aspen,2015,1304.11363636
"2 Bed, 2 Bath",4,Colorado State,Aspen,2015,NA
3 Bed,1,Colorado State,Aspen,1996,1600.0
3 Bed,3,Colorado State,Aspen,1996,1625.0
3 Bed,1,Colorado State,Aspen,1997,1518.68
3 Bed,3,Colorado State,Aspen,1997,1425.0
3 Bed,1,Colorado State,Aspen,1998,1388.0
3 Bed,3,Colorado State,Aspen,1998,1281.06
3 Bed,1,Colorado State,Aspen,1999,1031.75
3 Bed,3,Colorado State,Aspen,1999,1525.5
3 Bed,1,Colorado State,Aspen,2000,1150.97
3 Bed,3,Colorado State,Aspen,2000,958.95
3 Bed,1,Colorado State,Aspen,2001,751.89
3 Bed,3,Colorado State,Aspen,2001,1397.91
3 Bed,1,Colorado State,Aspen,2002,1801.0
3 Bed,3,Colorado State,Aspen,2002,1211.52
3 Bed,1,Colorado State,Aspen,2003,1211.52
3 Bed,3,Colorado State,Aspen,2003,NA
3 Bed,1,Colorado State,Aspen,2004,1310.8333333333333
3 Bed,3,Colorado State,Aspen,2004,1485.9375
3 Bed,1,Colorado State,Aspen,2005,1262.5
3 Bed,3,Colorado State,Aspen,2005,1420.83333333
3 Bed,1,Colorado State,Aspen,2006,1437.5
3 Bed,3,Colorado State,Aspen,2006,1530.14705882
3 Bed,4,Colorado State,Aspen,2006,NA
3 Bed,1,Colorado State,Aspen,2007,1492.5
3 Bed,2,Colorado State,Aspen,2007,NA
3 Bed,3,Colorado State,Aspen,2007,1540.83333333
3 Bed,4,Colorado State,Aspen,2007,NA
3 Bed,1,Colorado State,Aspen,2008,1081.6025641
3 Bed,2,Colorado State,Aspen,2008,NA
3 Bed,3,Colorado State,Aspen,2008,1126.76315789
3 Bed,4,Colorado State,Aspen,2008,NA
3 Bed,1,Colorado State,Aspen,2009,977.421052632
3 Bed,2,Colorado State,Aspen,2009,NA
3 Bed,3,Colorado State,Aspen,2009,978.736842105
3 Bed,4,Colorado State,Aspen,2009,NA
3 Bed,1,Colorado State,Aspen,2010,1171.05263158
3 Bed,2,Colorado State,Aspen,2010,NA
3 Bed,3,Colorado State,Aspen,2010,1010.31578947
3 Bed,4,Colorado State,Aspen,2010,NA
3 Bed,1,Colorado State,Aspen,2011,1012.94736842
3 Bed,2,Colorado State,Aspen,2011,NA
3 Bed,3,Colorado State,Aspen,2011,1016.23684211
3 Bed,4,Colorado State,Aspen,2011,NA
3 Bed,1,Colorado State,Aspen,2012,908.0
3 Bed,2,Colorado State,Aspen,2012,NA
3 Bed,3,Colorado State,Aspen,2012,930.0
3 Bed,4,Colorado State,Aspen,2012,NA
3 Bed,1,Colorado State,Aspen,2013,1301.18421053
3 Bed,2,Colorado State,Aspen,2013,NA
3 Bed,3,Colorado State,Aspen,2013,930.0
3 Bed,4,Colorado State,Aspen,2013,NA
3 Bed,1,Colorado State,Aspen,2014,930.0
3 Bed,2,Colorado State,Aspen,2014,NA
3 Bed,3,Colorado State,Aspen,2014,NA
3 Bed,4,Colorado State,Aspen,2014,NA
3 Bed,1,Colorado State,Aspen,2015,NA
3 Bed,2,Colorado State,Aspen,2015,NA
3 Bed,3,Colorado State,Aspen,2015,955.0
3 Bed,4,Colorado State,Aspen,2015,NA
All,1,Colorado State,Aspen,1996,985.35
All,3,Colorado State,Aspen,1996,995.25
All,1,Colorado State,Aspen,1997,1054.6
All,3,Colorado State,Aspen,1997,1078.56
All,1,Colorado State,Aspen,1998,933.95
All,3,Colorado State,Aspen,1998,1078.52
All,1,Colorado State,Aspen,1999,1112.14
All,3,Colorado State,Aspen,1999,1096.35
All,1,Colorado State,Aspen,2000,1093.2
All,3,Colorado State,Aspen,2000,987.93
All,1,Colorado State,Aspen,2001,953.72
All,3,Colorado State,Aspen,2001,1147.48
All,1,Colorado State,Aspen,2002,1017.96
All,3,Colorado State,Aspen,2002,1027.08
All,1,Colorado State,Aspen,2003,1025.75
All,3,Colorado State,Aspen,2003,951.5939597315436
All,1,Colorado State,Aspen,2004,935.6809701492538
All,3,Colorado State,Aspen,2004,1041.9444444444443
All,1,Colorado State,Aspen,2005,1001.0687732342008
All,3,Colorado State,Aspen,2005,1026.30718954
All,1,Colorado State,Aspen,2006,1097.67361111
All,3,Colorado State,Aspen,2006,1106.35273973
All,4,Colorado State,Aspen,2006,NA
All,1,Colorado State,Aspen,2007,1106.41914191
All,2,Colorado State,Aspen,2007,NA
All,3,Colorado State,Aspen,2007,1112.71613833
All,4,Colorado State,Aspen,2007,NA
All,1,Colorado State,Aspen,2008,1132.53304598
All,2,Colorado State,Aspen,2008,NA
All,3,Colorado State,Aspen,2008,1149.31554878
All,4,Colorado State,Aspen,2008,NA
All,1,Colorado State,Aspen,2009,1031.89939024
All,2,Colorado State,Aspen,2009,NA
All,3,Colorado State,Aspen,2009,1037.27286585
All,4,Colorado State,Aspen,2009,NA
All,1,Colorado State,Aspen,2010,1094.43597561
All,2,Colorado State,Aspen,2010,NA
All,3,Colorado State,Aspen,2010,1052.19664634
All,4,Colorado State,Aspen,2010,NA
All,1,Colorado State,Aspen,2011,1065.45797101
All,2,Colorado State,Aspen,2011,NA
All,3,Colorado State,Aspen,2011,1054.55945122
All,4,Colorado State,Aspen,2011,NA
All,1,Colorado State,Aspen,2012,916.911016949
All,2,Colorado State,Aspen,2012,NA
All,3,Colorado State,Aspen,2012,1032.91421569
All,4,Colorado State,Aspen,2012,NA
All,1,Colorado State,Aspen,2013,1143.46164773
All,2,Colorado State,Aspen,2013,NA
All,3,Colorado State,Aspen,2013,1068.51470588
All,4,Colorado State,Aspen,2013,NA
All,1,Colorado State,Aspen,2014,1066.06372549
All,2,Colorado State,Aspen,2014,NA
All,3,Colorado State,Aspen,2014,1190.94405594
All,4,Colorado State,Aspen,2014,NA
All,1,Colorado State,Aspen,2015,1199.51048951
All,2,Colorado State,Aspen,2015,NA
All,3,Colorado State,Aspen,2015,1098.86341463
All,4,Colorado State,Aspen,2015,NA
Efficiency,1,Colorado State,Buena Vista,1996,NA
Efficiency,3,Colorado State,Buena Vista,1996,NA
Efficiency,1,Colorado State,Buena Vista,1997,NA
Efficiency,3,Colorado State,Buena Vista,1997,NA
Efficiency,1,Colorado State,Buena Vista,1998,NA
Efficiency,3,Colorado State,Buena Vista,1998,NA
Efficiency,1,Colorado State,Buena Vista,1999,NA
Efficiency,3,Colorado State,Buena Vista,1999,NA
Efficiency,1,Colorado State,Buena Vista,2000,NA
Efficiency,3,Colorado State,Buena Vista,2000,NA
Efficiency,1,Colorado State,Buena Vista,2001,304.67
Efficiency,3,Colorado State,Buena Vista,2001,283.0
Efficiency,1,Colorado State,Buena Vista,2002,NA
Efficiency,3,Colorado State,Buena Vista,2002,NA
Efficiency,1,Colorado State,Buena Vista,2003,NA
Efficiency,3,Colorado State,Buena Vista,2003,NA
Efficiency,1,Colorado State,Buena Vista,2004,NA
Efficiency,3,Colorado State,Buena Vista,2004,NA
Efficiency,1,Colorado State,Buena Vista,2005,NA
Efficiency,3,Colorado State,Buena Vista,2005,NA
Efficiency,1,Colorado State,Buena Vista,2006,NA
Efficiency,3,Colorado State,Buena Vista,2006,NA
Efficiency,4,Colorado State,Buena Vista,2006,NA
Efficiency,1,Colorado State,Buena Vista,2007,NA
Efficiency,2,Colorado State,Buena Vista,2007,NA
Efficiency,3,Colorado State,Buena Vista,2007,NA
Efficiency,4,Colorado State,Buena Vista,2007,NA
Efficiency,1,Colorado State,Buena Vista,2008,NA
Efficiency,2,Colorado State,Buena Vista,2008,NA
Efficiency,3,Colorado State,Buena Vista,2008,NA
Efficiency,4,Colorado State,Buena Vista,2008,NA
Efficiency,1,Colorado State,Buena Vista,2009,NA
Efficiency,2,Colorado State,Buena Vista,2009,NA
Efficiency,3,Colorado State,Buena Vista,2009,NA
Efficiency,4,Colorado State,Buena Vista,2009,NA
Efficiency,1,Colorado State,Buena Vista,2010,NA
Efficiency,2,Colorado State,Buena Vista,2010,NA
Efficiency,3,Colorado State,Buena Vista,2010,NA
Efficiency,4,Colorado State,Buena Vista,2010,NA
Efficiency,1,Colorado State,Buena Vista,2011,NA
Efficiency,2,Colorado State,Buena Vista,2011,NA
Efficiency,3,Colorado State,Buena Vista,2011,NA
Efficiency,4,Colorado State,Buena Vista,2011,NA
Efficiency,1,Colorado State,Buena Vista,2012,NA
Efficiency,2,Colorado State,Buena Vista,2012,NA
Efficiency,3,Colorado State,Buena Vista,2012,NA
Efficiency,4,Colorado State,Buena Vista,2012,NA
Efficiency,1,Colorado State,Buena Vista,2013,NA
Efficiency,2,Colorado State,Buena Vista,2013,NA
Efficiency,3,Colorado State,Buena Vista,2013,NA
Efficiency,4,Colorado State,Buena Vista,2013,NA
Efficiency,1,Colorado State,Buena Vista,2014,NA
Efficiency,2,Colorado State,Buena Vista,2014,NA
Efficiency,3,Colorado State,Buena Vista,2014,NA
Efficiency,4,Colorado State,Buena Vista,2014,NA
Efficiency,1,Colorado State,Buena Vista,2015,NA
Efficiency,2,Colorado State,Buena Vista,2015,NA
Efficiency,3,Colorado State,Buena Vista,2015,NA
Efficiency,4,Colorado State,Buena Vista,2015,NA
1 Bed,1,Colorado State,Buena Vista,1996,NA
1 Bed,3,Colorado State,Buena Vista,1996,NA
1 Bed,1,Colorado State,Buena Vista,1997,NA
1 Bed,3,Colorado State,Buena Vista,1997,NA
1 Bed,1,Colorado State,Buena Vista,1998,NA
1 Bed,3,Colorado State,Buena Vista,1998,NA
1 Bed,1,Colorado State,Buena Vista,1999,NA
1 Bed,3,Colorado State,Buena Vista,1999,NA
1 Bed,1,Colorado State,Buena Vista,2000,NA
1 Bed,3,Colorado State,Buena Vista,2000,714.02
1 Bed,1,Colorado State,Buena Vista,2001,677.73
1 Bed,3,Colorado State,Buena Vista,2001,582.39
1 Bed,1,Colorado State,Buena Vista,2002,538.0
1 Bed,3,Colorado State,Buena Vista,2002,452.29
1 Bed,1,Colorado State,Buena Vista,2003,464.19
1 Bed,3,Colorado State,Buena Vista,2003,463.6904761904762
1 Bed,1,Colorado State,Buena Vista,2004,491.07142857142856
1 Bed,3,Colorado State,Buena Vista,2004,387.5
1 Bed,1,Colorado State,Buena Vista,2005,438.6904761904762
1 Bed,3,Colorado State,Buena Vista,2005,438.69047619
1 Bed,1,Colorado State,Buena Vista,2006,438.69047619
1 Bed,3,Colorado State,Buena Vista,2006,438.69047619
1 Bed,4,Colorado State,Buena Vista,2006,NA
1 Bed,1,Colorado State,Buena Vista,2007,439.880952381
1 Bed,2,Colorado State,Buena Vista,2007,NA
1 Bed,3,Colorado State,Buena Vista,2007,439.880952381
1 Bed,4,Colorado State,Buena Vista,2007,NA
1 Bed,1,Colorado State,Buena Vista,2008,452.976190476
1 Bed,2,Colorado State,Buena Vista,2008,NA
1 Bed,3,Colorado State,Buena Vista,2008,476.19047619
1 Bed,4,Colorado State,Buena Vista,2008,NA
1 Bed,1,Colorado State,Buena Vista,2009,560.119047619
1 Bed,2,Colorado State,Buena Vista,2009,NA
1 Bed,3,Colorado State,Buena Vista,2009,560.119047619
1 Bed,4,Colorado State,Buena Vista,2009,NA
1 Bed,1,Colorado State,Buena Vista,2010,560.119047619
1 Bed,2,Colorado State,Buena Vista,2010,NA
1 Bed,3,Colorado State,Buena Vista,2010,560.119047619
1 Bed,4,Colorado State,Buena Vista,2010,NA
1 Bed,1,Colorado State,Buena Vista,2011,560.119047619
1 Bed,2,Colorado State,Buena Vista,2011,NA
1 Bed,3,Colorado State,Buena Vista,2011,560.119047619
1 Bed,4,Colorado State,Buena Vista,2011,NA
1 Bed,1,Colorado State,Buena Vista,2012,NA
1 Bed,2,Colorado State,Buena Vista,2012,NA
1 Bed,3,Colorado State,Buena Vista,2012,NA
1 Bed,4,Colorado State,Buena Vista,2012,NA
1 Bed,1,Colorado State,Buena Vista,2013,NA
1 Bed,2,Colorado State,Buena Vista,2013,NA
1 Bed,3,Colorado State,Buena Vista,2013,NA
1 Bed,4,Colorado State,Buena Vista,2013,NA
1 Bed,1,Colorado State,Buena Vista,2014,NA
1 Bed,2,Colorado State,Buena Vista,2014,NA
1 Bed,3,Colorado State,Buena Vista,2014,NA
1 Bed,4,Colorado State,Buena Vista,2014,NA
1 Bed,1,Colorado State,Buena Vista,2015,NA
1 Bed,2,Colorado State,Buena Vista,2015,NA
1 Bed,3,Colorado State,Buena Vista,2015,NA
1 Bed,4,Colorado State,Buena Vista,2015,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,1996,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,1996,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,1997,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,1997,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,1998,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,1998,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,1999,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,1999,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2000,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2000,707.57
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2001,703.22
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2001,710.83
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2002,459.53
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2002,560.54
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2003,557.86
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2003,518.452380952381
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2004,502.9761904761905
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2004,583.9285714285714
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2005,537.5
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2005,537.5
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2006,537.5
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2006,575.595238095
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2006,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2007,575.595238095
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2007,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2007,594.642857143
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2007,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2008,600.595238095
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2008,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2008,581.547619048
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2008,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2009,655.357142857
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2009,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2009,661.30952381
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2009,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2010,661.30952381
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2010,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2010,623.214285714
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2010,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2011,623.214285714
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2011,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2011,613.69047619
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2011,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2012,650.0
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2012,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2012,NA
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2012,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2013,NA
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2013,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2013,NA
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2013,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2014,NA
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2014,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2014,NA
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2014,NA
"2 Bed, 1 Bath",1,Colorado State,Buena Vista,2015,NA
"2 Bed, 1 Bath",2,Colorado State,Buena Vista,2015,NA
"2 Bed, 1 Bath",3,Colorado State,Buena Vista,2015,NA
"2 Bed, 1 Bath",4,Colorado State,Buena Vista,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,1996,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,1996,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,1997,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,1997,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,1998,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,1998,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,1999,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,1999,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2000,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2000,740.38
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2001,763.0
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2001,730.86
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2002,581.75
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2002,563.0
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2003,863.0
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2003,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2004,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2004,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2005,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2005,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2006,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2006,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2006,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2007,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2007,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2007,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2007,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2008,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2008,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2008,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2008,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2009,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2009,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2009,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2009,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2010,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2010,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2010,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2010,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2011,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2011,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2011,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2011,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2012,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2012,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2012,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2012,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2013,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2013,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2013,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2013,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2014,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2014,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2014,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2014,NA
"2 Bed, 2 Bath",1,Colorado State,Buena Vista,2015,NA
"2 Bed, 2 Bath",2,Colorado State,Buena Vista,2015,NA
"2 Bed, 2 Bath",3,Colorado State,Buena Vista,2015,NA
"2 Bed, 2 Bath",4,Colorado State,Buena Vista,2015,NA
3 Bed,1,Colorado State,Buena Vista,1996,NA
3 Bed,3,Colorado State,Buena Vista,1996,NA
